Airline Name,Flight Type,Review Category,Review Text,Sentiment,Rating,Date of Travel,Source,Destination,Sentiment Score,Fake Review
GoAir,Domestic,Cabin Crew Service,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,10/26/2024,Mumbai,London,0.02,0
GoAir,International,Overall Experience,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,5/12/2024,Mumbai,New York,0.21,0
Air India,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,1/3/2025,Bangalore,London,0.66,0
Vistara,Domestic,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,8/17/2024,Ahmedabad,Paris,0.63,0
GoAir,International,Punctuality,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,2,2/27/2024,Bangalore,Paris,0.07,0
GoAir,Domestic,Punctuality,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,2/11/2025,Delhi,Toronto,0.14,0
Air India,Domestic,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,8/14/2024,Bangalore,Dubai,0.89,0
Vistara,International,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,7/26/2024,Bangalore,Dubai,0.9,1
SpiceJet,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,1/31/2025,Chennai,Dubai,0.79,1
GoAir,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,8/3/2024,Hyderabad,Paris,0.88,0
SpiceJet,Domestic,Cabin Crew Service,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,8/20/2024,Chennai,Sydney,0.4,1
AirAsia India,Domestic,Food,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,2,7/31/2024,Delhi,Bangkok,0.02,0
Vistara,Domestic,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,12/27/2024,Bangalore,New York,0.73,0
GoAir,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,11/10/2024,Bangalore,Dubai,0.71,0
AirAsia India,Domestic,Cabin Crew Service,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,8/24/2024,Delhi,New York,0.2,0
Vistara,Domestic,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,11/13/2024,Delhi,Sydney,0.98,0
Vistara,International,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,5/25/2024,Bangalore,Singapore,0.91,0
GoAir,International,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,8/14/2024,Kolkata,London,0.63,0
Air India,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,2/9/2025,Bangalore,Dubai,0.96,0
GoAir,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/15/2024,Ahmedabad,Bangkok,0.73,0
IndiGo,Domestic,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,8/4/2024,Hyderabad,Sydney,0.92,0
SpiceJet,Domestic,Overall Experience,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,1,11/20/2024,Hyderabad,Singapore,0.11,0
